TransactionID,TransactionStartDateTime,TransactionEndDateTime,CardholderID,LocationID,TransactionTypeID,TransactionAmount
FC-2022-1000017522,2/10/2022 22:13,2/10/2022 22:17,FC-001-1014,FC-001,4,1000
FC-2022-1000017523,2/10/2022 22:15,2/10/2022 22:17,FC-004-1017,FC-004,1,20000
FC-2022-1000017524,2/10/2022 22:15,2/10/2022 22:17,FC-002-1027,FC-002,1,1000
FC-2022-1000017525,2/10/2022 22:17,2/10/2022 22:20,FC-005-1025,FC-005,1,1000
FC-2022-1000017526,2/10/2022 22:19,2/10/2022 22:22,FC-001-1019,FC-001,1,3000
FC-2022-1000017527,2/10/2022 22:21,2/10/2022 22:26,FC-001-1016,FC-001,4,0
FC-2022-1000017528,2/10/2022 22:24,2/10/2022 22:26,FC-006-1023,FC-006,4,50000
FC-2022-1000017529,2/10/2022 22:34,2/10/2022 22:39,FC-002-1040,FC-002,1,50000
FC-2022-1000017530,2/10/2022 22:39,2/10/2022 22:45,FC-003-1016,FC-003,1,0
FC-2022-1000017531,2/10/2022 22:40,2/10/2022 22:45,FC-001-1037,FC-001,2,9000
FC-2022-1000017532,2/10/2022 22:40,2/10/2022 22:44,FC-004-1021,FC-004,2,10000
FC-2022-1000017533,2/10/2022 22:42,2/10/2022 22:45,FC-002-1017,FC-002,3,0
FC-2022-1000017534,2/10/2022 22:42,2/10/2022 22:43,FC-001-1045,FC-001,3,0
FC-2022-1000017535,2/10/2022 22:43,2/10/2022 22:48,FC-006-1031,FC-006,4,50000
FC-2022-1000017536,2/10/2022 22:46,2/10/2022 22:50,FC-001-1046,FC-001,1,20000
FC-2022-1000017537,2/10/2022 22:47,2/10/2022 22:54,FC-003-1020,FC-003,1,50000
FC-2022-1000017538,2/10/2022 22:48,2/10/2022 22:51,FC-002-1039,FC-002,4,50000
FC-2022-1000017539,2/10/2022 22:48,2/10/2022 22:50,FC-004-1021,FC-004,1,100000
FC-2022-1000017540,2/10/2022 22:49,2/10/2022 22:52,FC-005-1022,FC-005,1,1000
FC-2022-1000017541,2/10/2022 22:50,2/10/2022 22:57,FC-004-1038,FC-004,1,8000
FC-2022-1000017542,2/10/2022 22:50,2/10/2022 22:56,FC-001-1037,FC-001,1,50000
FC-2022-1000017543,2/10/2022 22:51,2/10/2022 22:56,FC-006-1028,FC-006,1,20000
FC-2022-1000017544,2/10/2022 22:53,2/10/2022 23:00,FC-005-1031,FC-005,2,7000
FC-2022-1000017545,2/10/2022 22:57,2/10/2022 23:04,FC-003-1023,FC-003,1,0
FC-2022-1000017546,2/10/2022 22:57,2/10/2022 23:02,FC-003-1023,FC-003,1,0
FC-2022-1000017547,2/10/2022 22:59,2/10/2022 23:02,FC-002-1040,FC-002,1,6000
FC-2022-1000017548,2/10/2022 23:02,2/10/2022 23:04,FC-005-1035,FC-005,4,9000
FC-2022-1000017549,2/10/2022 23:03,2/10/2022 23:07,FC-001-1040,FC-001,1,3000
FC-2022-1000017550,2/10/2022 23:06,2/10/2022 23:11,FC-006-1028,FC-006,1,50000
FC-2022-1000017551,2/10/2022 23:06,2/10/2022 23:09,FC-001-1023,FC-001,4,9000
FC-2022-1000017552,2/10/2022 23:07,2/10/2022 23:15,FC-003-1022,FC-003,2,3000
FC-2022-1000017553,2/10/2022 23:13,2/10/2022 23:16,FC-006-1037,FC-006,1,50000
FC-2022-1000017554,2/10/2022 23:16,2/10/2022 23:20,FC-001-1027,FC-001,1,6000
FC-2022-1000017555,2/10/2022 23:16,2/10/2022 23:20,FC-004-1005,FC-004,1,50000
FC-2022-1000017556,2/10/2022 23:19,2/10/2022 23:21,FC-004-1041,FC-004,1,0
FC-2022-1000017557,2/10/2022 23:21,2/10/2022 23:24,FC-006-1033,FC-006,1,3000
FC-2022-1000017558,2/10/2022 23:21,2/10/2022 23:24,FC-003-1004,FC-003,4,50000
FC-2022-1000017559,2/10/2022 23:27,2/10/2022 23:30,FC-006-1013,FC-006,1,6000
FC-2022-1000017560,2/10/2022 23:27,2/10/2022 23:32,FC-005-1041,FC-005,4,10000
FC-2022-1000017561,2/10/2022 23:37,2/10/2022 23:42,FC-002-1004,FC-002,1,1000
FC-2022-1000017562,2/10/2022 23:37,2/10/2022 23:42,FC-002-1030,FC-002,4,10000
FC-2022-1000017563,2/10/2022 23:40,2/10/2022 23:44,FC-002-1008,FC-002,4,1000
FC-2022-1000017564,2/10/2022 23:41,2/10/2022 23:45,FC-001-1017,FC-001,3,0
FC-2022-1000017565,2/10/2022 23:41,2/10/2022 23:44,FC-005-1026,FC-005,1,20000
FC-2022-1000017566,2/10/2022 23:44,2/10/2022 23:50,FC-005-1043,FC-005,1,20000
FC-2022-1000017567,2/10/2022 23:46,2/10/2022 23:48,FC-001-1036,FC-001,1,10000
FC-2022-1000017568,2/10/2022 23:46,2/10/2022 23:51,FC-006-1020,FC-006,1,6000
FC-2022-1000017569,2/10/2022 23:47,2/10/2022 23:49,FC-004-1005,FC-004,3,0
FC-2022-1000017570,2/10/2022 23:53,2/10/2022 23:57,FC-001-1012,FC-001,3,0
FC-2022-1000017571,2/10/2022 23:56,2/11/2022 0:03,FC-001-1027,FC-001,1,7000
FC-2022-1000017572,2/10/2022 23:58,2/11/2022 0:03,FC-001-1004,FC-001,4,1000
FC-2022-1000017573,2/10/2022 23:58,2/11/2022 0:03,FC-002-1001,FC-002,4,10000
FC-2022-1000017574,2/10/2022 23:58,2/11/2022 0:05,FC-003-1004,FC-003,1,0
FC-2022-1000017575,2/10/2022 23:58,2/11/2022 0:03,FC-002-1016,FC-002,1,50000
FC-2022-1000017576,2/11/2022 5:09,2/11/2022 5:12,FC-005-1024,FC-005,3,0
FC-2022-1000017577,2/11/2022 5:23,2/11/2022 5:30,FC-005-1006,FC-005,1,50000
FC-2022-1000017578,2/11/2022 5:46,2/11/2022 5:49,FC-002-1007,FC-002,4,20000
FC-2022-1000017579,2/11/2022 6:17,2/11/2022 6:22,FC-004-1030,FC-004,1,50000
FC-2022-1000017580,2/11/2022 7:00,2/11/2022 7:01,FC-001-1036,FC-001,3,0
FC-2022-1000017581,2/11/2022 7:00,2/11/2022 7:03,FC-005-1032,FC-005,4,20000
FC-2022-1000017582,2/11/2022 7:01,2/11/2022 7:02,FC-003-1028,FC-003,3,0
FC-2022-1000017583,2/11/2022 7:03,2/11/2022 7:06,FC-002-1030,FC-002,3,0
FC-2022-1000017584,2/11/2022 7:06,2/11/2022 7:12,FC-002-1018,FC-002,1,20000
FC-2022-1000017585,2/11/2022 7:06,2/11/2022 7:11,FC-005-1039,FC-005,1,50000
FC-2022-1000017586,2/11/2022 7:10,2/11/2022 7:13,FC-005-1036,FC-005,4,10000
FC-2022-1000017587,2/11/2022 7:11,2/11/2022 7:15,FC-005-1028,FC-005,1,50000
FC-2022-1000017588,2/11/2022 7:14,2/11/2022 7:17,FC-001-1039,FC-001,1,0
FC-2022-1000017589,2/11/2022 7:15,2/11/2022 7:18,FC-006-1003,FC-006,2,1000
FC-2022-1000017590,2/11/2022 7:16,2/11/2022 7:21,FC-005-1039,FC-005,1,0
FC-2022-1000017591,2/11/2022 7:21,2/11/2022 7:25,FC-005-1036,FC-005,4,50000
FC-2022-1000017592,2/11/2022 7:28,2/11/2022 7:34,FC-005-1035,FC-005,1,10000
FC-2022-1000017593,2/11/2022 7:33,2/11/2022 7:41,FC-005-1010,FC-005,2,10000
FC-2022-1000017594,2/11/2022 7:34,2/11/2022 7:37,FC-001-1027,FC-001,2,5000
FC-2022-1000017595,2/11/2022 7:40,2/11/2022 7:47,FC-005-1004,FC-005,2,8000
FC-2022-1000017596,2/11/2022 7:41,2/11/2022 7:48,FC-004-1040,FC-004,1,50000
FC-2022-1000017597,2/11/2022 7:42,2/11/2022 7:48,FC-004-1039,FC-004,1,10000
FC-2022-1000017598,2/11/2022 7:46,2/11/2022 7:48,FC-006-1012,FC-006,4,7000
FC-2022-1000017599,2/11/2022 7:47,2/11/2022 7:50,FC-003-1015,FC-003,4,5000
FC-2022-1000017600,2/11/2022 7:48,2/11/2022 7:55,FC-002-1031,FC-002,1,0
FC-2022-1000017601,2/11/2022 7:56,2/11/2022 7:58,FC-001-1032,FC-001,4,1000
FC-2022-1000017602,2/11/2022 8:04,2/11/2022 8:09,FC-004-1005,FC-004,4,0
FC-2022-1000017603,2/11/2022 8:05,2/11/2022 8:10,FC-005-1043,FC-005,1,9000
FC-2022-1000017604,2/11/2022 8:08,2/11/2022 8:12,FC-001-1006,FC-001,4,0
FC-2022-1000017605,2/11/2022 8:13,2/11/2022 8:18,FC-006-1024,FC-006,1,50000
FC-2022-1000017606,2/11/2022 8:14,2/11/2022 8:20,FC-001-1037,FC-001,1,0
FC-2022-1000017607,2/11/2022 8:18,2/11/2022 8:23,FC-002-1025,FC-002,2,3000
FC-2022-1000017608,2/11/2022 8:27,2/11/2022 8:31,FC-005-1037,FC-005,1,50000
FC-2022-1000017609,2/11/2022 8:29,2/11/2022 8:35,FC-005-1036,FC-005,1,4000
FC-2022-1000017610,2/11/2022 8:29,2/11/2022 8:32,FC-004-1044,FC-004,4,20000
FC-2022-1000017611,2/11/2022 8:31,2/11/2022 8:39,FC-002-1031,FC-002,2,20000
FC-2022-1000017612,2/11/2022 8:37,2/11/2022 8:42,FC-002-1046,FC-002,2,10000
FC-2022-1000017613,2/11/2022 8:38,2/11/2022 8:40,FC-003-1029,FC-003,1,0
FC-2022-1000017614,2/11/2022 8:41,2/11/2022 8:45,FC-005-1015,FC-005,3,0
FC-2022-1000017615,2/11/2022 9:04,2/11/2022 9:06,FC-004-1033,FC-004,1,9000
FC-2022-1000017616,2/11/2022 9:06,2/11/2022 9:12,FC-001-1047,FC-001,1,20000
FC-2022-1000017617,2/11/2022 9:08,2/11/2022 9:12,FC-001-1023,FC-001,3,0
FC-2022-1000017618,2/11/2022 9:10,2/11/2022 9:13,FC-001-1012,FC-001,3,0
FC-2022-1000017619,2/11/2022 9:11,2/11/2022 9:15,FC-001-1014,FC-001,1,20000
FC-2022-1000017620,2/11/2022 9:13,2/11/2022 9:15,FC-002-1008,FC-002,4,20000
FC-2022-1000017621,2/11/2022 9:25,2/11/2022 9:28,FC-004-1001,FC-004,1,50000
FC-2022-1000017622,2/11/2022 9:29,2/11/2022 9:34,FC-002-1020,FC-002,2,10000
FC-2022-1000017623,2/11/2022 9:31,2/11/2022 9:36,FC-006-1014,FC-006,4,8000
FC-2022-1000017624,2/11/2022 9:32,2/11/2022 9:34,FC-001-1030,FC-001,1,8000
FC-2022-1000017625,2/11/2022 9:33,2/11/2022 9:38,FC-003-1028,FC-003,4,10000
FC-2022-1000017626,2/11/2022 9:39,2/11/2022 9:45,FC-005-1027,FC-005,1,8000
FC-2022-1000017627,2/11/2022 9:42,2/11/2022 9:45,FC-002-1005,FC-002,1,20000
FC-2022-1000017628,2/11/2022 9:42,2/11/2022 9:44,FC-001-1046,FC-001,1,1000
FC-2022-1000017629,2/11/2022 9:44,2/11/2022 9:51,FC-005-1002,FC-005,1,20000
FC-2022-1000017630,2/11/2022 9:50,2/11/2022 9:53,FC-006-1005,FC-006,4,20000
FC-2022-1000017631,2/11/2022 10:06,2/11/2022 10:13,FC-001-1018,FC-001,1,7000
FC-2022-1000017632,2/11/2022 10:06,2/11/2022 10:12,FC-004-1027,FC-004,1,100000
FC-2022-1000017633,2/11/2022 10:07,2/11/2022 10:11,FC-001-1044,FC-001,4,20000
FC-2022-1000017634,2/11/2022 10:09,2/11/2022 10:12,FC-004-1033,FC-004,4,10000
FC-2022-1000017635,2/11/2022 10:11,2/11/2022 10:13,FC-002-1006,FC-002,4,8000
FC-2022-1000017636,2/11/2022 10:12,2/11/2022 10:16,FC-001-1008,FC-001,4,8000
FC-2022-1000017637,2/11/2022 10:19,2/11/2022 10:21,FC-001-1024,FC-001,4,50000
FC-2022-1000017638,2/11/2022 10:23,2/11/2022 10:26,FC-004-1035,FC-004,3,0
FC-2022-1000017639,2/11/2022 10:23,2/11/2022 10:26,FC-001-1030,FC-001,4,20000
FC-2022-1000017640,2/11/2022 10:26,2/11/2022 10:31,FC-002-1023,FC-002,1,6000
FC-2022-1000017641,2/11/2022 10:29,2/11/2022 10:32,FC-002-1030,FC-002,1,8000
FC-2022-1000017642,2/11/2022 10:31,2/11/2022 10:34,FC-004-1042,FC-004,2,20000
FC-2022-1000017643,2/11/2022 10:31,2/11/2022 10:35,FC-006-1003,FC-006,1,3000
FC-2022-1000017644,2/11/2022 10:36,2/11/2022 10:38,FC-001-1025,FC-001,4,10000
FC-2022-1000017645,2/11/2022 10:37,2/11/2022 10:41,FC-005-1029,FC-005,2,10000
FC-2022-1000017646,2/11/2022 10:39,2/11/2022 10:45,FC-006-1027,FC-006,1,20000
FC-2022-1000017647,2/11/2022 10:39,2/11/2022 10:41,FC-002-1007,FC-002,4,10000
FC-2022-1000017648,2/11/2022 10:42,2/11/2022 10:45,FC-006-1016,FC-006,4,8000
FC-2022-1000017649,2/11/2022 10:42,2/11/2022 10:44,FC-004-1016,FC-004,3,0
FC-2022-1000017650,2/11/2022 10:42,2/11/2022 10:45,FC-005-1002,FC-005,4,10000
FC-2022-1000017651,2/11/2022 10:43,2/11/2022 10:50,FC-002-1047,FC-002,1,0
FC-2022-1000017652,2/11/2022 10:44,2/11/2022 10:50,FC-005-1022,FC-005,1,50000
FC-2022-1000017653,2/11/2022 10:46,2/11/2022 10:48,FC-001-1025,FC-001,4,6000
FC-2022-1000017654,2/11/2022 10:48,2/11/2022 10:50,FC-001-1042,FC-001,4,50000
FC-2022-1000017655,2/11/2022 10:48,2/11/2022 10:54,FC-006-1026,FC-006,1,50000
FC-2022-1000017656,2/11/2022 10:49,2/11/2022 10:54,FC-004-1002,FC-004,1,6000
FC-2022-1000017657,2/11/2022 10:58,2/11/2022 11:03,FC-002-1018,FC-002,1,20000
FC-2022-1000017658,2/11/2022 11:08,2/11/2022 11:15,FC-004-1032,FC-004,1,9000
FC-2022-1000017659,2/11/2022 11:08,2/11/2022 11:10,FC-001-1043,FC-001,4,6000
FC-2022-1000017660,2/11/2022 11:10,2/11/2022 11:11,FC-002-1044,FC-002,3,0
FC-2022-1000017661,2/11/2022 11:11,2/11/2022 11:15,FC-006-1037,FC-006,1,50000
FC-2022-1000017662,2/11/2022 11:14,2/11/2022 11:18,FC-002-1015,FC-002,2,0
FC-2022-1000017663,2/11/2022 11:15,2/11/2022 11:17,FC-004-1023,FC-004,3,0
FC-2022-1000017664,2/11/2022 11:16,2/11/2022 11:22,FC-003-1015,FC-003,1,50000
FC-2022-1000017665,2/11/2022 11:18,2/11/2022 11:25,FC-002-1032,FC-002,1,20000
FC-2022-1000017666,2/11/2022 11:19,2/11/2022 11:25,FC-001-1003,FC-001,2,20000
FC-2022-1000017667,2/11/2022 11:21,2/11/2022 11:24,FC-002-1004,FC-002,1,10000
FC-2022-1000017668,2/11/2022 11:31,2/11/2022 11:33,FC-004-1043,FC-004,3,0
FC-2022-1000017669,2/11/2022 11:32,2/11/2022 11:38,FC-003-1013,FC-003,1,0
FC-2022-1000017670,2/11/2022 11:37,2/11/2022 11:38,FC-001-1006,FC-001,3,0
FC-2022-1000017671,2/11/2022 11:42,2/11/2022 11:44,FC-004-1014,FC-004,1,10000
FC-2022-1000017672,2/11/2022 11:42,2/11/2022 11:45,FC-001-1026,FC-001,3,0
FC-2022-1000017673,2/11/2022 11:55,2/11/2022 11:59,FC-002-1027,FC-002,1,10000
FC-2022-1000017674,2/11/2022 11:58,2/11/2022 12:00,FC-006-1011,FC-006,1,50000
FC-2022-1000017675,2/11/2022 12:04,2/11/2022 12:07,FC-006-1032,FC-006,1,10000
FC-2022-1000017676,2/11/2022 12:08,2/11/2022 12:11,FC-002-1018,FC-002,2,10000
FC-2022-1000017677,2/11/2022 12:11,2/11/2022 12:13,FC-004-1015,FC-004,4,20000
FC-2022-1000017678,2/11/2022 12:12,2/11/2022 12:14,FC-003-1029,FC-003,4,20000
FC-2022-1000017679,2/11/2022 12:18,2/11/2022 12:24,FC-005-1021,FC-005,1,0
FC-2022-1000017680,2/11/2022 12:21,2/11/2022 12:23,FC-002-1019,FC-002,1,0
FC-2022-1000017681,2/11/2022 12:24,2/11/2022 12:27,FC-005-1019,FC-005,4,4000
FC-2022-1000017682,2/11/2022 12:24,2/11/2022 12:27,FC-002-1026,FC-002,4,3000
FC-2022-1000017683,2/11/2022 12:25,2/11/2022 12:29,FC-004-1006,FC-004,3,0
FC-2022-1000017684,2/11/2022 12:26,2/11/2022 12:31,FC-006-1035,FC-006,1,0
FC-2022-1000017685,2/11/2022 12:35,2/11/2022 12:36,FC-004-1018,FC-004,3,0
FC-2022-1000017686,2/11/2022 12:39,2/11/2022 12:44,FC-005-1031,FC-005,2,8000
FC-2022-1000017687,2/11/2022 12:43,2/11/2022 12:46,FC-005-1039,FC-005,3,0
FC-2022-1000017688,2/11/2022 12:45,2/11/2022 12:51,FC-001-1007,FC-001,1,7000
FC-2022-1000017689,2/11/2022 12:45,2/11/2022 12:50,FC-002-1005,FC-002,1,50000
FC-2022-1000017690,2/11/2022 12:45,2/11/2022 12:52,FC-001-1006,FC-001,1,0
FC-2022-1000017691,2/11/2022 12:48,2/11/2022 12:51,FC-003-1027,FC-003,1,50000
FC-2022-1000017692,2/11/2022 12:51,2/11/2022 12:55,FC-002-1025,FC-002,1,20000
FC-2022-1000017693,2/11/2022 12:52,2/11/2022 12:54,FC-005-1039,FC-005,1,100000
FC-2022-1000017694,2/11/2022 12:53,2/11/2022 12:56,FC-001-1018,FC-001,1,10000
FC-2022-1000017695,2/11/2022 12:56,2/11/2022 13:02,FC-005-1037,FC-005,1,0
FC-2022-1000017696,2/11/2022 13:00,2/11/2022 13:07,FC-002-1006,FC-002,2,8000
FC-2022-1000017697,2/11/2022 13:00,2/11/2022 13:02,FC-005-1027,FC-005,1,50000
FC-2022-1000017698,2/11/2022 13:01,2/11/2022 13:06,FC-002-1025,FC-002,1,10000
FC-2022-1000017699,2/11/2022 13:02,2/11/2022 13:06,FC-003-1014,FC-003,1,9000
FC-2022-1000017700,2/11/2022 13:05,2/11/2022 13:10,FC-004-1015,FC-004,2,10000
FC-2022-1000017701,2/11/2022 13:07,2/11/2022 13:12,FC-002-1007,FC-002,1,10000
FC-2022-1000017702,2/11/2022 13:09,2/11/2022 13:12,FC-003-1021,FC-003,3,0
FC-2022-1000017703,2/11/2022 13:10,2/11/2022 13:14,FC-006-1031,FC-006,4,7000
FC-2022-1000017704,2/11/2022 13:14,2/11/2022 13:19,FC-001-1005,FC-001,1,5000
FC-2022-1000017705,2/11/2022 13:20,2/11/2022 13:23,FC-005-1031,FC-005,1,50000
FC-2022-1000017706,2/11/2022 13:20,2/11/2022 13:25,FC-005-1010,FC-005,1,50000
FC-2022-1000017707,2/11/2022 13:22,2/11/2022 13:26,FC-005-1015,FC-005,1,50000
FC-2022-1000017708,2/11/2022 13:22,2/11/2022 13:24,FC-004-1001,FC-004,1,10000
FC-2022-1000017709,2/11/2022 13:26,2/11/2022 13:31,FC-003-1022,FC-003,4,8000
FC-2022-1000017710,2/11/2022 13:28,2/11/2022 13:30,FC-003-1002,FC-003,4,50000
FC-2022-1000017711,2/11/2022 13:28,2/11/2022 13:30,FC-005-1042,FC-005,4,50000
FC-2022-1000017712,2/11/2022 13:28,2/11/2022 13:31,FC-001-1031,FC-001,1,20000
FC-2022-1000017713,2/11/2022 13:30,2/11/2022 13:32,FC-005-1027,FC-005,4,20000
FC-2022-1000017714,2/11/2022 13:30,2/11/2022 13:35,FC-002-1032,FC-002,1,100000
FC-2022-1000017715,2/11/2022 13:35,2/11/2022 13:39,FC-002-1001,FC-002,1,10000
FC-2022-1000017716,2/11/2022 13:39,2/11/2022 13:45,FC-001-1041,FC-001,2,7000
FC-2022-1000017717,2/11/2022 13:41,2/11/2022 13:47,FC-004-1024,FC-004,1,4000
FC-2022-1000017718,2/11/2022 13:42,2/11/2022 13:46,FC-005-1020,FC-005,1,20000
FC-2022-1000017719,2/11/2022 13:44,2/11/2022 13:49,FC-006-1014,FC-006,1,10000
FC-2022-1000017720,2/11/2022 13:45,2/11/2022 13:47,FC-004-1023,FC-004,4,20000
FC-2022-1000017721,2/11/2022 13:46,2/11/2022 13:49,FC-002-1016,FC-002,1,20000
FC-2022-1000017722,2/11/2022 13:50,2/11/2022 13:55,FC-002-1047,FC-002,4,50000
FC-2022-1000017723,2/11/2022 13:53,2/11/2022 13:57,FC-006-1025,FC-006,4,20000
FC-2022-1000017724,2/11/2022 13:59,2/11/2022 14:03,FC-002-1048,FC-002,4,7000
FC-2022-1000017725,2/11/2022 14:01,2/11/2022 14:04,FC-004-1024,FC-004,1,8000
FC-2022-1000017726,2/11/2022 14:01,2/11/2022 14:05,FC-006-1031,FC-006,1,0
FC-2022-1000017727,2/11/2022 14:03,2/11/2022 14:05,FC-005-1015,FC-005,1,50000
FC-2022-1000017728,2/11/2022 14:03,2/11/2022 14:08,FC-002-1037,FC-002,1,7000
FC-2022-1000017729,2/11/2022 14:03,2/11/2022 14:07,FC-004-1003,FC-004,1,20000
FC-2022-1000017730,2/11/2022 14:04,2/11/2022 14:06,FC-005-1035,FC-005,1,3000
FC-2022-1000017731,2/11/2022 14:10,2/11/2022 14:12,FC-002-1008,FC-002,1,100000
FC-2022-1000017732,2/11/2022 14:20,2/11/2022 14:25,FC-002-1019,FC-002,1,7000
FC-2022-1000017733,2/11/2022 14:21,2/11/2022 14:23,FC-001-1018,FC-001,4,6000
FC-2022-1000017734,2/11/2022 14:23,2/11/2022 14:24,FC-004-1010,FC-004,3,0
FC-2022-1000017735,2/11/2022 14:26,2/11/2022 14:31,FC-006-1011,FC-006,4,50000
FC-2022-1000017736,2/11/2022 14:27,2/11/2022 14:34,FC-005-1041,FC-005,2,9000
FC-2022-1000017737,2/11/2022 14:39,2/11/2022 14:42,FC-001-1034,FC-001,1,20000
FC-2022-1000017738,2/11/2022 14:40,2/11/2022 14:47,FC-005-1028,FC-005,1,0
FC-2022-1000017739,2/11/2022 14:46,2/11/2022 14:48,FC-006-1032,FC-006,4,10000
FC-2022-1000017740,2/11/2022 14:47,2/11/2022 14:49,FC-001-1008,FC-001,1,10000
FC-2022-1000017741,2/11/2022 14:47,2/11/2022 14:52,FC-006-1011,FC-006,1,50000
FC-2022-1000017742,2/11/2022 14:49,2/11/2022 14:54,FC-005-1040,FC-005,1,10000
FC-2022-1000017743,2/11/2022 14:49,2/11/2022 14:54,FC-004-1023,FC-004,1,10000
FC-2022-1000017744,2/11/2022 14:53,2/11/2022 14:57,FC-004-1010,FC-004,4,50000
FC-2022-1000017745,2/11/2022 14:57,2/11/2022 15:01,FC-002-1035,FC-002,3,0
FC-2022-1000017746,2/11/2022 14:57,2/11/2022 15:02,FC-005-1038,FC-005,2,10000
FC-2022-1000017747,2/11/2022 15:02,2/11/2022 15:07,FC-003-1030,FC-003,4,4000
FC-2022-1000017748,2/11/2022 15:04,2/11/2022 15:09,FC-002-1001,FC-002,2,1000
FC-2022-1000017749,2/11/2022 15:05,2/11/2022 15:10,FC-003-1023,FC-003,4,10000
FC-2022-1000017750,2/11/2022 15:06,2/11/2022 15:09,FC-003-1006,FC-003,4,7000
FC-2022-1000017751,2/11/2022 15:10,2/11/2022 15:18,FC-006-1008,FC-006,2,7000
FC-2022-1000017752,2/11/2022 15:14,2/11/2022 15:17,FC-005-1032,FC-005,4,20000
FC-2022-1000017753,2/11/2022 15:15,2/11/2022 15:18,FC-004-1028,FC-004,1,50000
FC-2022-1000017754,2/11/2022 15:15,2/11/2022 15:21,FC-004-1034,FC-004,1,20000
FC-2022-1000017755,2/11/2022 15:22,2/11/2022 15:26,FC-004-1036,FC-004,1,50000
FC-2022-1000017756,2/11/2022 15:24,2/11/2022 15:28,FC-003-1023,FC-003,3,0
FC-2022-1000017757,2/11/2022 15:30,2/11/2022 15:32,FC-001-1040,FC-001,1,3000
FC-2022-1000017758,2/11/2022 15:34,2/11/2022 15:38,FC-001-1029,FC-001,1,0
FC-2022-1000017759,2/11/2022 15:35,2/11/2022 15:41,FC-002-1040,FC-002,2,4000
FC-2022-1000017760,2/11/2022 15:38,2/11/2022 15:42,FC-001-1017,FC-001,4,100000
FC-2022-1000017761,2/11/2022 15:42,2/11/2022 15:45,FC-001-1032,FC-001,1,10000
FC-2022-1000017762,2/11/2022 15:46,2/11/2022 15:51,FC-001-1033,FC-001,1,50000
FC-2022-1000017763,2/11/2022 15:55,2/11/2022 15:59,FC-003-1021,FC-003,3,0
FC-2022-1000017764,2/11/2022 15:59,2/11/2022 16:01,FC-004-1020,FC-004,1,9000
FC-2022-1000017765,2/11/2022 16:02,2/11/2022 16:07,FC-002-1024,FC-002,1,20000
FC-2022-1000017766,2/11/2022 16:03,2/11/2022 16:10,FC-003-1008,FC-003,1,6000
FC-2022-1000017767,2/11/2022 16:03,2/11/2022 16:07,FC-006-1008,FC-006,1,20000
FC-2022-1000017768,2/11/2022 16:03,2/11/2022 16:08,FC-005-1039,FC-005,1,0
FC-2022-1000017769,2/11/2022 16:04,2/11/2022 16:07,FC-005-1039,FC-005,1,20000
FC-2022-1000017770,2/11/2022 16:05,2/11/2022 16:07,FC-002-1046,FC-002,1,50000
FC-2022-1000017771,2/11/2022 16:06,2/11/2022 16:10,FC-005-1015,FC-005,1,7000
FC-2022-1000017772,2/11/2022 16:09,2/11/2022 16:16,FC-001-1007,FC-001,1,7000
FC-2022-1000017773,2/11/2022 16:16,2/11/2022 16:21,FC-005-1005,FC-005,4,20000
FC-2022-1000017774,2/11/2022 16:33,2/11/2022 16:36,FC-005-1044,FC-005,3,0
FC-2022-1000017775,2/11/2022 16:34,2/11/2022 16:40,FC-006-1008,FC-006,1,50000
FC-2022-1000017776,2/11/2022 16:39,2/11/2022 16:42,FC-005-1005,FC-005,4,20000
FC-2022-1000017777,2/11/2022 16:39,2/11/2022 16:44,FC-004-1026,FC-004,2,3000
FC-2022-1000017778,2/11/2022 16:47,2/11/2022 16:49,FC-002-1010,FC-002,1,3000
FC-2022-1000017779,2/11/2022 16:47,2/11/2022 16:54,FC-003-1032,FC-003,1,50000
FC-2022-1000017780,2/11/2022 16:50,2/11/2022 16:55,FC-005-1006,FC-005,1,10000
FC-2022-1000017781,2/11/2022 16:53,2/11/2022 16:55,FC-001-1027,FC-001,4,1000
FC-2022-1000017782,2/11/2022 16:54,2/11/2022 16:56,FC-004-1009,FC-004,1,50000
FC-2022-1000017783,2/11/2022 16:56,2/11/2022 16:59,FC-002-1002,FC-002,4,10000
FC-2022-1000017784,2/11/2022 17:00,2/11/2022 17:07,FC-006-1017,FC-006,1,20000
FC-2022-1000017785,2/11/2022 17:01,2/11/2022 17:05,FC-002-1008,FC-002,1,50000
FC-2022-1000017786,2/11/2022 17:02,2/11/2022 17:07,FC-004-1005,FC-004,1,20000
FC-2022-1000017787,2/11/2022 17:04,2/11/2022 17:08,FC-003-1033,FC-003,1,9000
FC-2022-1000017788,2/11/2022 17:04,2/11/2022 17:07,FC-005-1001,FC-005,2,3000
FC-2022-1000017789,2/11/2022 17:05,2/11/2022 17:08,FC-002-1036,FC-002,2,3000
FC-2022-1000017790,2/11/2022 17:06,2/11/2022 17:09,FC-001-1033,FC-001,1,20000
FC-2022-1000017791,2/11/2022 17:08,2/11/2022 17:15,FC-003-1005,FC-003,1,9000
FC-2022-1000017792,2/11/2022 17:11,2/11/2022 17:16,FC-003-1020,FC-003,2,20000
FC-2022-1000017793,2/11/2022 17:12,2/11/2022 17:15,FC-002-1033,FC-002,3,0
FC-2022-1000017794,2/11/2022 17:17,2/11/2022 17:19,FC-003-1031,FC-003,3,0
FC-2022-1000017795,2/11/2022 17:25,2/11/2022 17:29,FC-002-1017,FC-002,1,10000
